5	3647
48	189
9	132
9	139
14	210
1	110
48	440
8	159
16	148
32	84
20	68
8	59
16	149
32	51
18	69
12	51
21	104
20	56
14	43
9	44
10	44
10	50
20	44
14	44
16	43
12	43
17	43
18	43
15	43
17	46
16	44
23	44
14	42
13	44
11	43
15	43
14	43
27	187
6	68
16	51
11	44
12	44
12	46
20	44
15	46
25	50
10	45
23	46
23	42
22	42
16	43
15	48
24	47
14	47
16	44
17	44
23	46
18	43
21	39
25	44
23	42
11	45
13	42
9	44
14	41
9	43
9	41
18	43
19	43
15	44
20	61
18	42
17	43
16	43
18	43
20	45
20	41
21	42
20	41
19	44
27	44
16	42
18	42
17	41
20	41
20	42
21	43
20	46
19	45
27	45
19	46
19	46
19	44
19	47
19	45
19	46
19	45
17	41
26	53
18	42
14	48
15	47
17	43
19	43
12	43
16	44
19	42
15	43
14	45
15	48
16	46
15	45
13	47
15	46
17	48
14	44
14	45
22	43
26	43
21	43
23	43
23	44
18	43
15	44
16	47
16	42
16	42
17	43
20	44
20	43
21	47
27	42
20	43
19	51
27	44
16	42
17	44
18	44
25	44
19	43
13	43
18	42
10	45
21	44
8	48
11	43
22	42
16	42
18	44
15	42
10	43
19	44
13	45
14	42
20	44
28	43
14	43
20	46
14	43
17	44
25	43
14	57
22	56
11	44
19	42
19	44
15	43
24	43
15	43
15	44
23	42
14	42
15	44
24	42
16	46
11	46
14	43
11	46
15	47
19	45
15	46
29	46
22	57
14	45
15	44
17	47
17	42
25	43
13	43
13	42
13	42
17	43
15	42
15	42
14	41
16	42
18	42
16	41
9	41
10	45
17	45
19	43
10	42
11	43
11	57
12	41
15	49
16	43
14	46
12	47
14	46
10	44
12	43
22	47
13	42
21	42
13	42
17	49
18	48
21	45
12	46
16	46
14	54
11	46
17	46
17	44
13	46
14	48
12	42
22	43
17	42
17	46
23	44
19	44
14	44
24	43
18	44
13	43
12	44
11	44
9	42
10	45
13	42
15	46
16	47
13	46
13	56
21	44
7	48
9	47
16	42
18	43
6	47
14	45
12	43
12	44
15	44
19	43
10	44
14	43
15	43
14	45
13	44
8	47
17	44
12	44
16	47
16	46
10	47
13	46
14	49
14	46
12	45
12	43
22	44
14	47
14	47
13	46
17	44
13	44
13	47
13	47
14	46
10	46
15	46
20	44
20	76
20	50
17	98
16	63
10	51
19	42
19	43
17	42
16	48
19	47
14	47
21	48
13	46
17	44
21	47
15	45
21	46
19	44
20	47
22	45
12	46
15	46
11	46
18	46
16	46
16	46
14	50
12	44
9	42
14	42
13	42
12	43
18	42
16	44
15	53
9	43
16	41
8	46
15	41
11	42
13	41
24	41
17	42
27	46
12	47
13	41
17	42
20	42
16	42
17	43
14	43
19	42
18	44
18	42
21	42
21	42
19	43
14	44
18	44
16	42
14	44
18	42
18	45
17	46
19	46
19	47
20	46
17	47
23	44
17	46
21	48
24	47
24	48
21	46
19	46
18	45
17	48
27	49
21	50
19	47
22	46
17	47
14	43
18	43
23	48
26	47
8	49
13	47
20	47
25	49
22	48
13	49
15	46
20	50
23	44
20	49
24	49
22	49
19	46
15	46
16	42
14	43
19	43
21	46
13	46
19	46
17	47
17	47
21	42
16	46
18	44
18	47
19	46
16	46
22	43
16	46
20	53
23	42
23	47
20	49
18	47
22	46
16	47
20	49
18	46
21	43
16	46
13	47
17	47
21	49
24	47
16	47
15	46
27	43
26	43
17	45
24	44
20	44
15	45
19	46
21	50
17	43
19	43
15	43
21	43
28	44
21	45
14	45
15	43
23	39
10	39
17	41
27	42
20	49
21	46
12	47
24	46
12	49
17	46
18	47
19	46
19	49
25	45
19	44
21	44
26	49
14	47
18	49
18	44
18	45
13	47
17	46
20	46
16	41
23	46
21	46
18	43
19	44
15	48
18	46
26	46
29	42
20	51
17	50
17	50
22	43
16	45
16	47
21	43
24	42
16	46
15	48
21	43
27	44
26	47
17	46
20	46
15	46
21	46
19	46
10	49
27	46
21	46
12	46
24	46
25	46
19	46
13	46
20	42
19	46
27	43
28	46
21	48
16	45
21	45
27	43
17	46
17	47
16	47
12	47
27	46
12	47
16	46
11	46
19	48
11	42
24	43
19	49
16	51
10	51
15	44
17	42
12	43
12	43
13	44
13	43
14	44
14	44
13	40
11	43
15	44
11	43
11	42
17	46
18	43
16	42
19	44
14	47
12	47
16	42
11	43
19	44
18	47
15	47
26	42
22	46
26	46
18	49
18	47
12	46
16	46
11	45
13	47
6	50
14	46
8	46
13	44
8	54
8	47
12	43
15	47
11	44
13	44
9	45
11	46
16	46
15	46
15	44
27	44
18	44
17	50
14	48
10	50
10	43
9	43
17	42
15	43
18	46
15	46
12	45
13	46
16	44
11	44
13	43
14	44
18	42
20	43
11	43
13	43
16	43
20	45
14	43
15	42
21	43
14	45
24	46
31	53
23	46
19	46
12	45
13	45
16	41
18	41
14	42
23	41
16	42
19	41
23	44
19	41
21	42
15	46
19	42
15	46
21	46
14	42
20	43
18	47
16	46
21	46
19	48
19	42
15	46
21	45
16	48
18	48
22	41
16	43
22	44
17	42
15	46
28	45
17	45
21	46
15	41
12	42
20	41
15	43
24	43
13	45
13	42
22	44
17	45
22	42
13	46
11	48
14	46
18	46
18	45
12	45
18	46
15	48
14	47
13	43
15	43
19	42
18	45
12	45
11	46
17	42
13	43
14	42
9	41
13	41
15	45
13	41
22	43
12	45
13	46
14	46
15	46
19	43
19	43
20	43
20	58
16	43
14	42
19	42
11	42
17	42
16	42
19	42
14	42
21	43
23	42
10	43
12	43
18	42
17	42
9	44
21	42
13	47
21	45
27	46
17	41
23	43
22	42
19	42
20	46
22	45
12	46
15	43
11	43
18	39
17	43
16	43
16	43
14	43
14	43
13	44
12	41
12	45
13	42
11	43
17	43
26	42
16	42
10	42
16	43
16	43
6	47
13	43
13	43
15	44
26	42
11	45
13	44
22	45
16	44
14	48
11	45
16	43
15	44
14	43
19	43
21	47
13	48
12	45
15	43
17	44
13	44
33	44
14	43
21	43
16	44
14	43
18	43
13	45
21	44
20	43
17	44
28	46
24	44
28	47
15	43
20	44
13	44
19	42
14	49
12	47
18	44
16	42
11	46
18	47
15	48
26	42
22	59
26	41
12	41
20	48
17	47
15	43
13	44
16	44
12	44
17	45
11	52
10	43
10	45
13	50
13	45
13	56
